,Item_Outlet_Sales,Item_Identifier,Outlet_Identifier
2292,2213.9138,NCQ42,OUT035
2293,868.3057,FDF58,OUT013
2294,1051.8619,FDZ04,OUT035
2295,296.59036,FDE26,OUT019
2296,2869.9158,FDS60,OUT017
2297,2970.0283,FDV58,OUT017
2298,834.4106,FDM04,OUT045
2299,2790.749,FDE08,OUT035
2300,3099.6638,NCB43,OUT049
2301,346.41595,FDU11,OUT010
2302,301.0751,FDF22,OUT019
2303,2201.852,FDE24,OUT013
2304,2022.766,DRJ49,OUT046
2305,4855.3027,NCQ53,OUT035
2306,661.784,NCL41,OUT013
2307,1886.8774,FDR22,OUT013
2308,1349.3358,FDH04,OUT035
2309,543.17163,DRH15,OUT045
2310,829.6337,FDY40,OUT049
2311,1604.5237,NCI17,OUT035
2312,2925.3008,NCC18,OUT013
2313,5497.911,FDY28,OUT027
2314,2589.1228,FDB45,OUT027
2315,1819.5054,NCL30,OUT018
2316,3014.1648,FDM10,OUT017
2317,3320.1401,FDH22,OUT027
2318,3352.857,NCZ53,OUT017
2319,3501.7852,NCI18,OUT013
2320,3489.0217,FDH14,OUT027
2321,1066.741,FDR36,OUT027
2322,2168.5625,FDW01,OUT045
2323,3090.8035,FDK02,OUT027
2324,1648.1569,FDJ02,OUT018
2325,6714.902,FDU55,OUT013
2326,2497.4783,NCV18,OUT027
2327,1721.786,FDH14,OUT018
2328,1352.9988,FDZ37,OUT045
2329,3901.8003,FDX49,OUT049
2330,1557.6658,NCD43,OUT046
2331,951.9847,FDZ07,OUT013
2332,2422.0415,FDK43,OUT035
2333,1850.7017,FDR32,OUT018
2334,2299.9463,FDT39,OUT013
2335,2108.6458,NCV54,OUT017
2336,630.64056,FDF38,OUT018
2337,2764.0222,FDV60,OUT046
2338,4168.6797,FDH44,OUT027
2339,935.28406,FDS21,OUT046
2340,586.25964,NCL41,OUT045
2341,1502.4667,FDM46,OUT017
2342,742.4253,FDU27,OUT045
2343,4901.391,NCJ54,OUT017
2344,2360.729,DRG51,OUT018
2345,347.1917,NCA29,OUT019
2346,3258.5093,FDR47,OUT045
2347,3175.4304,NCL19,OUT027
2348,1159.6454,DRG01,OUT049
2349,788.7857,FDG10,OUT046
2350,2323.1013,NCV05,OUT049
2351,563.0928,NCH18,OUT019
2352,1206.8132,FDV14,OUT018
2353,3437.721,DRJ23,OUT035
2354,3152.4897,DRJ11,OUT046
2355,3372.4277,FDZ03,OUT017
2356,176.45343,FDI27,OUT010
2357,1270.0575,FDJ14,OUT018
2358,2070.8003,FDU32,OUT017
2359,4206.0566,FDD47,OUT027
2360,3733.2917,DRF36,OUT035
2361,3547.3264,FDM21,OUT046
2362,249.83005,FDV10,OUT018
2363,2949.1372,FDH60,OUT018
2364,442.03488,FDX47,OUT010
2365,433.63843,FDT19,OUT019
2366,5234.8853,FDO11,OUT045
2367,4105.4517,FDH24,OUT027
2368,1288.9055,FDL02,OUT018
2369,3058.9167,FDB02,OUT049
2370,2639.5,FDA43,OUT046
2371,784.49365,FDG52,OUT045
2372,2724.1516,DRC12,OUT013
2373,2048.3145,FDY37,OUT018
2374,1997.7737,NCU18,OUT045
2375,1378.2617,FDU09,OUT035
2376,1441.0919,DRJ25,OUT027
2377,1014.15106,DRE12,OUT018
2378,1901.6012,DRL47,OUT017
2379,1655.5603,DRK01,OUT046
2380,287.4849,FDC22,OUT019
2381,989.01013,FDG44,OUT013
2382,2117.3052,FDW04,OUT035
2383,3911.685,FDK09,OUT049
2384,2242.2637,NCN43,OUT035
2385,2924.3743,FDG04,OUT049
2386,258.1026,FDH32,OUT010
2387,2597.0637,DRI47,OUT017
2388,1047.8469,DRE15,OUT013
2389,1205.7445,FDY11,OUT035
2390,666.8927,FDO60,OUT049
2391,406.90964,FDQ20,OUT018
2392,4061.4211,FDO57,OUT027
2393,330.01562,FDT14,OUT019
2394,753.6608,FDA57,OUT049
2395,869.38873,DRN35,OUT017
2396,798.3636,FDJ03,OUT046
2397,1698.1887,FDX28,OUT017
2398,1334.8971,DRE25,OUT045
2399,2472.7427,FDR09,OUT046
2400,3679.279,FDB23,OUT035
2401,2330.8926,FDO08,OUT045
2402,1818.8313,FDQ23,OUT049
2403,1993.0597,FDW04,OUT013
2404,370.74887,DRK13,OUT010
2405,3068.1338,NCL17,OUT027
2406,4101.506,FDY21,OUT035
2407,5122.1387,FDJ38,OUT027
2408,301.2029,FDA37,OUT019
2409,601.1029,FDV43,OUT013
2410,1392.2523,FDL36,OUT046
2411,447.17368,FDD53,OUT045
2412,-102.46585,FDZ19,OUT010
2413,2241.1836,FDV21,OUT045
2414,2871.3704,NCL54,OUT018
2415,3918.3645,DRI47,OUT027
2416,2685.6028,DRG03,OUT049
2417,2726.268,FDG21,OUT013
2418,1724.5966,FDW03,OUT018
2419,2205.395,NCI55,OUT046
2420,370.5751,DRC36,OUT019
2421,1731.9802,FDH22,OUT017
2422,2237.922,FDV20,OUT045
2423,4678.1733,NCU41,OUT027
2424,2868.2424,FDN46,OUT027
2425,2836.213,FDK50,OUT045
2426,3752.8699,NCA05,OUT027
2427,2489.5703,DRH01,OUT018
2428,2151.693,FDT08,OUT018
2429,3226.866,FDM08,OUT018
2430,1054.6976,FDZ07,OUT035
2431,682.89465,FDS22,OUT017
2432,3884.6594,FDV35,OUT027
2433,175.33513,FDI28,OUT010
2434,2602.6826,FDW58,OUT027
2435,3408.6914,FDT52,OUT045
2436,2256.8604,FDY34,OUT046
2437,2828.175,FDR10,OUT046
2438,2028.8252,FDK57,OUT017
2439,2569.455,FDR02,OUT027
2440,5003.249,FDX49,OUT046
2441,677.6461,FDQ20,OUT046
2442,4185.9116,DRK23,OUT045
2443,2732.5667,NCW06,OUT046
2444,2318.0454,FDR31,OUT017
2445,2910.033,NCE43,OUT013
2446,2196.4211,DRO59,OUT027
2447,4110.1587,FDN09,OUT049
2448,2500.9094,FDR11,OUT046
2449,2746.5554,FDO57,OUT013
2450,3093.5305,NCX18,OUT017
2451,2294.341,FDB05,OUT018
2452,413.29123,FDQ08,OUT018
2453,1598.3372,NCG43,OUT035
2454,1941.5541,FDJ56,OUT013
2455,26.719925,FDA13,OUT010
2456,1937.2408,FDO56,OUT017
2457,4784.371,FDB37,OUT018
2458,1165.1096,FDZ02,OUT018
2459,4142.2793,FDQ24,OUT046
2460,1137.6934,FDM16,OUT013
2461,1730.3514,FDU35,OUT049
2462,3291.6829,FDT35,OUT035
2463,4210.4,NCX30,OUT049
2464,3118.7644,FDG04,OUT017
2465,1371.2693,FDI12,OUT035
2466,1145.1836,FDE35,OUT035
2467,2615.9978,NCP14,OUT027
2468,1555.3702,NCY53,OUT045
2469,1029.148,FDP49,OUT017
2470,663.09955,FDQ04,OUT017
2471,3071.3264,FDM39,OUT035
2472,68.234055,FDO58,OUT019
2473,2115.942,FDC56,OUT017
2474,3069.0984,NCQ54,OUT046
2475,1336.1317,FDV10,OUT027
2476,484.25507,NCK17,OUT046
2477,974.2259,NCF55,OUT027
2478,4781.181,FDV33,OUT013
2479,302.21384,NCH29,OUT019
2480,3314.9475,FDA37,OUT027
2481,1428.8977,FDH46,OUT018
2482,1918.3673,FDS25,OUT035
2483,2522.2258,FDH04,OUT027
2484,2552.4326,FDX52,OUT046
2485,553.6342,NCD42,OUT017
2486,2170.7273,FDW47,OUT017
2487,2816.7402,FDL25,OUT027
2488,112.36609,NCJ06,OUT010
2489,3016.692,FDY09,OUT013
2490,670.3744,FDS40,OUT046
2491,3056.449,FDH41,OUT017
2492,1484.3569,FDG38,OUT035
2493,4981.327,FDU03,OUT027
2494,1693.1273,FDV20,OUT046
2495,2657.267,DRB13,OUT045
2496,1948.8552,NCQ30,OUT013
2497,3402.3232,NCH06,OUT013
2498,1270.1749,FDU50,OUT018
2499,315.6754,NCO42,OUT019
2500,814.9849,FDW09,OUT018
2501,1292.5109,FDH04,OUT013
2502,1469.4156,FDC21,OUT045
2503,801.84534,FDL21,OUT049
2504,92.26156,FDM46,OUT010
2505,210.47064,FDT22,OUT019
2506,3126.5933,FDB28,OUT035
2507,1324.166,FDI12,OUT018
2508,2174.2659,FDA28,OUT045
2509,2017.169,FDF59,OUT013
2510,3395.9976,FDM45,OUT027
2511,1506.0297,FDQ56,OUT017
2512,2631.2834,FDR46,OUT049
2513,3125.4133,FDT01,OUT013
2514,2093.8916,FDD16,OUT027
2515,143.252,NCU30,OUT010
2516,662.85596,FDM40,OUT010
2517,1596.2513,FDI56,OUT035
2518,2742.2747,NCS30,OUT013
2519,1624.5873,FDU08,OUT017
2520,5553.241,FDX51,OUT027
2521,2673.2893,FDA43,OUT045
2522,-37.65613,FDX59,OUT010
2523,1385.4313,FDC37,OUT018
2524,3032.9797,FDP58,OUT013
2525,2215.907,NCY42,OUT035
2526,2167.4336,FDF21,OUT018
2527,1061.8904,FDU10,OUT027
2528,1680.6621,DRL47,OUT018
2529,2802.534,FDA58,OUT018
2530,2905.8755,FDJ22,OUT049
2531,2617.0955,FDK50,OUT046
2532,1273.2722,FDO38,OUT035
2533,3940.4956,DRF60,OUT035
2534,242.84012,NCZ42,OUT019
2535,2054.3877,FDD35,OUT049
2536,1469.4437,FDL25,OUT045
2537,1122.6456,FDJ16,OUT013
2538,4086.534,DRK59,OUT049
2539,5310.2183,FDI50,OUT046
2540,1376.0894,NCB19,OUT045
2541,963.0787,DRI37,OUT035
2542,3557.401,FDA14,OUT027
2543,3321.5032,FDC08,OUT018
2544,2272.999,FDS45,OUT046
2545,1165.0939,FDI21,OUT049
2546,2803.638,DRJ47,OUT035
2547,4758.71,DRE37,OUT027
2548,2343.4875,FDT55,OUT018
2549,3892.5103,NCG42,OUT027
2550,3077.967,FDA31,OUT049
2551,3352.3667,NCW42,OUT046
2552,3007.1816,FDF50,OUT017
2553,3846.35,FDK56,OUT049
2554,474.37216,FDX10,OUT035
2555,3983.0088,NCK07,OUT027
2556,3401.076,FDZ49,OUT017
2557,1633.4808,FDR33,OUT013
2558,1473.9319,FDO44,OUT018
2559,3174.5698,FDA20,OUT046
2560,2157.6807,NCL30,OUT045
2561,227.3392,FDI05,OUT019
2562,2778.5698,FDQ12,OUT018
2563,1746.9202,FDH47,OUT017
2564,2507.5881,FDH34,OUT018
2565,2443.733,FDF29,OUT046
2566,468.36307,FDG40,OUT018
2567,5203.8384,NCE18,OUT017
2568,191.12996,FDP21,OUT010
2569,1401.9224,FDY50,OUT013
2570,1709.753,FDB36,OUT049
2571,2067.4626,NCZ29,OUT049
2572,1666.5532,FDU20,OUT018
2573,1745.8018,FDO56,OUT013
2574,2560.581,FDW31,OUT049
2575,835.1057,DRH59,OUT013
2576,3595.3733,NCB30,OUT017
2577,3560.368,FDK43,OUT027
2578,4256.2285,FDW43,OUT045
2579,2255.6091,NCL19,OUT017
2580,1684.4061,FDJ27,OUT046
2581,2294.5518,FDC45,OUT046
2582,742.8662,FDY40,OUT035
2583,1478.7548,NCM41,OUT035
2584,861.1531,NCK18,OUT019
2585,2225.8909,FDP37,OUT049
2586,5325.987,FDA27,OUT027
2587,3831.6145,NCX30,OUT035
2588,5277.1685,FDR09,OUT017
2589,4721.66,FDG08,OUT027
2590,2314.0188,NCU30,OUT013
2591,1254.3324,FDB16,OUT017
2592,1513.0261,FDM16,OUT017
2593,1133.6827,FDC48,OUT013
2594,2581.926,NCF18,OUT046
2595,1164.3445,FDU46,OUT018
2596,2341.6028,FDH41,OUT018
2597,495.6116,NCN42,OUT010
2598,1250.029,FDU49,OUT046
2599,2196.4211,FDB20,OUT027
2600,288.0712,FDG50,OUT019
2601,1910.6447,FDW20,OUT045
2602,1672.1588,NCO55,OUT049
2603,2455.8804,FDX48,OUT046
2604,2601.677,FDU48,OUT046
2605,255.3178,FDR48,OUT019
2606,1998.3522,FDK27,OUT013
2607,2639.43,FDT35,OUT013
2608,1863.4463,FDN12,OUT049
2609,102.688736,NCE31,OUT019
2610,817.8131,FDL21,OUT017
2611,1964.8514,FDV56,OUT017
2612,2997.6726,FDR16,OUT017
2613,1576.2651,NCP41,OUT049
2614,1977.4928,FDJ27,OUT013
2615,2052.3896,FDA07,OUT017
2616,1342.581,FDK55,OUT049
2617,3928.433,FDM33,OUT049
2618,2889.8262,FDY46,OUT046
2619,2003.3883,FDD36,OUT046
2620,2849.73,FDB12,OUT027
2621,613.5278,FDF28,OUT019
2622,123.62992,NCE07,OUT019
2623,3948.9028,FDW50,OUT027
2624,3715.6523,NCW18,OUT017
2625,293.25488,NCJ17,OUT019
2626,315.73016,DRZ24,OUT010
2627,2220.0244,FDS07,OUT035
2628,178.74734,NCW05,OUT010
2629,1252.8774,FDZ22,OUT018
2630,2030.6986,FDK02,OUT046
2631,5592.2134,FDZ45,OUT027
2632,1582.6954,FDL25,OUT046
2633,1831.3668,FDS08,OUT045
2634,7022.097,NCZ42,OUT027
2635,1630.8698,FDX57,OUT035
2636,3444.7607,FDF21,OUT046
2637,1328.9469,FDJ56,OUT018
2638,612.25354,FDX10,OUT013
2639,2127.923,DRG48,OUT035
2640,2090.9634,DRN37,OUT046
2641,467.51535,NCY41,OUT018
2642,1505.4995,FDN28,OUT045
2643,2438.6301,FDE34,OUT045
2644,2203.3093,FDR10,OUT045
2645,1444.9642,FDC32,OUT017
2646,2804.8171,DRG13,OUT046
2647,1311.0382,FDP59,OUT049
2648,178.25575,NCT53,OUT010
2649,5473.69,FDL57,OUT027
2650,539.98773,FDN32,OUT010
2651,3601.684,FDK09,OUT018
2652,65.97451,FDA52,OUT010
2653,3016.3167,FDC57,OUT049
2654,3468.4854,FDI09,OUT035
2655,2434.2336,NCB07,OUT046
2656,1776.6731,FDP26,OUT035
2657,3040.5503,FDP40,OUT027
2658,2600.7456,FDL15,OUT013
2659,1723.6658,FDV07,OUT046
2660,1183.6549,FDS03,OUT017
2661,2980.5767,FDE50,OUT049
2662,1326.3394,FDQ15,OUT017
2663,351.13226,FDQ33,OUT010
2664,910.9714,FDT22,OUT013
2665,2060.1558,DRO35,OUT035
2666,3160.3538,FDJ41,OUT049
2667,2298.951,FDQ27,OUT035
2668,1942.0387,FDC26,OUT017
2669,3515.217,NCF43,OUT027
2670,3112.3342,NCR50,OUT035
2671,1975.0209,FDE39,OUT018
2672,1063.9712,FDN49,OUT027
2673,1818.7146,DRG11,OUT035
2674,1880.06,NCA18,OUT049
2675,2178.218,FDM36,OUT018
2676,1292.525,FDW32,OUT017
2677,166.56479,NCQ18,OUT010
2678,2056.479,FDX14,OUT027
2679,2188.7217,FDD46,OUT017
2680,57.114697,FDI34,OUT019
2681,1405.9254,NCJ17,OUT035
2682,2728.7756,FDB52,OUT035
2683,2248.4482,FDV55,OUT018
2684,3218.9102,FDC57,OUT046
2685,1750.3186,FDB29,OUT046
2686,1876.8417,NCO43,OUT035
2687,853.5364,FDG44,OUT045
2688,1819.6747,FDJ34,OUT045
2689,1479.0719,FDH40,OUT049
2690,3127.178,NCD07,OUT027
2691,740.1419,FDB41,OUT017
2692,1592.0665,FDH47,OUT018
2693,5134.974,DRK37,OUT035
2694,315.6012,FDM25,OUT019
2695,3273.5986,NCX06,OUT045
2696,2145.0994,NCS05,OUT017
2697,2156.9167,FDS39,OUT045
2698,5281.5254,FDC47,OUT027
2699,2945.3845,FDG20,OUT013
2700,1903.0232,DRL23,OUT017
2701,2587.7405,FDY33,OUT013
2702,3421.6455,NCH18,OUT045
2703,2216.4893,FDX47,OUT035
2704,2683.5698,NCB06,OUT045
2705,781.32227,FDP36,OUT049
2706,2472.4504,FDW44,OUT018
2707,2945.197,NCU41,OUT018
2708,1538.4274,NCS17,OUT046
2709,2772.641,FDD46,OUT035
2710,3275.1863,FDE45,OUT017
2711,3979.8035,FDI09,OUT017
2712,663.8595,NCJ54,OUT010
2713,2717.7708,NCA29,OUT018
2714,3268.5342,NCN41,OUT027
2715,2587.3132,FDY34,OUT035
2716,1993.8085,NCG55,OUT035
2717,780.24426,DRM49,OUT046
2718,1724.7009,NCB42,OUT049
2719,1831.0315,FDE58,OUT045
2720,752.558,DRJ25,OUT013
2721,107.36952,FDS47,OUT010
2722,3886.4539,FDY21,OUT049
2723,1849.0381,NCI54,OUT013
2724,2628.3323,FDO24,OUT017
2725,2842.8352,FDY43,OUT035
2726,1936.5353,FDF35,OUT018
2727,210.47064,NCP29,OUT019
2728,2587.1829,FDN28,OUT027
2729,476.74203,FDJ50,OUT018
2730,3920.9363,FDQ14,OUT027
2731,1800.6083,FDC37,OUT035
2732,1770.3394,FDN08,OUT046
2733,2210.0854,FDD04,OUT035
2734,3505.4395,FDW34,OUT018
2735,1152.522,FDP04,OUT017
2736,2777.9497,NCG07,OUT017
2737,2643.203,NCN14,OUT018
2738,1022.5383,FDJ16,OUT045
2739,1520.5104,NCM42,OUT045
2740,708.28796,NCF19,OUT046
2741,3738.8948,FDY21,OUT018
2742,2291.2607,FDY19,OUT035
2743,2434.2466,FDV09,OUT045
2744,2260.55,FDA28,OUT013
2745,1761.6974,FDC38,OUT018
2746,3716.6372,FDL28,OUT045
2747,3287.426,NCH43,OUT049
2748,739.2727,NCN53,OUT045
2749,1909.8936,NCW05,OUT017
2750,2199.274,NCO30,OUT018
2751,112.74665,FDT04,OUT019
2752,2595.4763,FDB27,OUT018
2753,2935.566,NCK07,OUT013
2754,659.5965,NCA53,OUT013
2755,2646.6519,FDB33,OUT018
2756,1378.8729,FDU37,OUT017
2757,2105.64,FDR13,OUT035
2758,2851.3318,FDE45,OUT049
2759,3236.7705,FDV37,OUT017
2760,250.83217,FDX44,OUT019
2761,3925.2178,NCL06,OUT017
2762,2835.6904,FDJ28,OUT045
2763,4363.7314,FDX55,OUT049
2764,475.05295,NCK17,OUT018
2765,1104.0222,FDH52,OUT035
2766,2740.7373,FDN13,OUT027
2767,2311.3782,FDK44,OUT018
2768,1492.8413,FDU16,OUT046
2769,1056.1187,FDZ07,OUT017
2770,4142.7227,NCN06,OUT027
2771,97.63127,FDH02,OUT010
2772,3142.0815,NCW18,OUT045
2773,1980.9741,FDH57,OUT013
2774,2818.3267,FDV35,OUT045
2775,2472.2803,NCU29,OUT013
2776,921.3202,NCP02,OUT046
2777,2753.902,FDN44,OUT013
2778,339.29962,FDX03,OUT018
2779,354.56934,FDR11,OUT010
2780,2786.8372,FDA36,OUT046
2781,5032.473,FDP58,OUT027
2782,1515.6519,FDH31,OUT045
2783,3296.4673,FDH34,OUT035
2784,3100.4092,FDS13,OUT035
2785,3759.0994,FDT01,OUT018
2786,2840.9556,FDY09,OUT049
2787,5752.4155,FDV33,OUT027
2788,220.95615,NCW29,OUT010
2789,1590.4303,NCN17,OUT045
2790,1746.1814,FDX01,OUT046
2791,3277.4973,FDL03,OUT049
2792,879.83093,DRL59,OUT049
2793,5355.891,DRM11,OUT027
2794,3226.5842,FDA43,OUT049
2795,37.59941,FDZ56,OUT010
2796,1201.9014,FDI44,OUT018
2797,1322.887,FDB50,OUT013
2798,115.613846,FDU15,OUT019
2799,216.2309,NCJ19,OUT019
2800,1923.7668,FDD48,OUT013
2801,4127.9688,NCW42,OUT035
2802,2927.8389,FDL24,OUT017
2803,2428.748,NCB30,OUT013
2804,3101.5266,FDK25,OUT013
2805,2699.309,FDW28,OUT049
2806,3181.5422,FDD47,OUT017
2807,221.46301,FDK16,OUT019
2808,1370.7782,FDW37,OUT046
2809,4831.4976,FDA48,OUT035
2810,2744.8276,FDA14,OUT017
2811,1970.4425,FDV15,OUT013
2812,3368.324,FDN22,OUT049
2813,656.8418,NCD55,OUT045
2814,2536.0725,FDY43,OUT013
2815,504.71378,NCU05,OUT017
2816,2298.8008,FDF10,OUT035
2817,3147.584,FDR39,OUT018
2818,504.7223,FDG40,OUT013
2819,301.2029,FDZ28,OUT019
2820,1376.496,FDE02,OUT045
2821,3855.4055,FDU60,OUT049
2822,2584.25,FDM21,OUT013
2823,320.0946,FDV52,OUT019
2824,2822.9739,NCW06,OUT013
2825,3497.0632,FDX36,OUT035
2826,4338.063,FDT35,OUT027
2827,394.7757,NCL19,OUT010
2828,2759.9626,NCD31,OUT046
2829,300.9886,FDE53,OUT019
2830,210.88881,FDW58,OUT019
2831,2439.8262,DRF48,OUT046
2832,2714.5806,FDW57,OUT035
2833,1350.9858,DRH13,OUT017
2834,2514.6045,FDT33,OUT013
2835,5205.821,DRK47,OUT027
2836,352.8253,FDY22,OUT010
2837,444.70316,FDC35,OUT019
2838,4432.249,FDO03,OUT013
2839,1383.4572,FDF24,OUT045
2840,2878.5942,FDF56,OUT018
2841,731.81995,FDD28,OUT013
2842,3398.0576,FDG53,OUT027
2843,216.8817,FDO27,OUT019
2844,2598.93,NCF54,OUT018
2845,1549.4285,FDC20,OUT027
2846,591.65234,FDU10,OUT046
2847,2155.176,DRA24,OUT018
2848,389.5159,FDA02,OUT010
2849,789.8381,FDG10,OUT017
2850,533.30225,FDW39,OUT010
2851,208.5635,FDP04,OUT019
2852,3358.0852,NCM55,OUT013
2853,5811.9326,FDG47,OUT045
2854,3465.8286,NCU41,OUT017
2855,750.477,NCK31,OUT017
2856,1272.9161,FDZ46,OUT045
2857,3615.739,FDU13,OUT027
2858,575.367,NCF19,OUT045
2859,2767.7917,NCJ43,OUT013
2860,2343.336,NCJ05,OUT045
2861,3292.1587,FDS04,OUT027
2862,151.67078,FDX28,OUT010
2863,1147.1925,FDB41,OUT027
2864,1840.968,FDG53,OUT046
2865,299.0792,FDL15,OUT010
2866,1065.2135,FDQ08,OUT049
2867,1588.4247,DRN36,OUT013
2868,3734.794,FDI46,OUT013
2869,4615.479,FDG16,OUT027
2870,1058.5098,FDV32,OUT013
2871,274.64935,FDF44,OUT010
2872,937.47644,FDK04,OUT018
2873,3458.3396,NCA41,OUT013
2874,615.5881,FDD51,OUT017
2875,3261.614,NCZ53,OUT045
2876,3307.152,FDP01,OUT027
2877,3400.4226,FDY25,OUT049
2878,2593.697,FDB17,OUT018
2879,1683.8279,NCV54,OUT018
2880,1029.591,FDJ32,OUT017
2881,1957.9591,FDA37,OUT049
2882,3433.2786,FDG35,OUT035
2883,4554.924,NCM05,OUT018
2884,2870.7405,FDG45,OUT046
2885,699.9773,FDH28,OUT013
2886,3877.646,NCE18,OUT049
2887,2466.291,FDH38,OUT045
2888,2925.8445,FDR56,OUT013
2889,2541.1348,FDH17,OUT027
2890,4133.16,FDD39,OUT049
2891,766.57214,FDB41,OUT049
2892,3866.9424,NCR53,OUT046
2893,884.37244,FDX46,OUT017
2894,741.6498,FDV28,OUT049
2895,2010.8296,FDA08,OUT018
2896,730.31195,FDH45,OUT017
2897,379.29373,NCS38,OUT010
2898,785.8766,FDD40,OUT010
2899,2330.4453,DRM59,OUT035
2900,3191.2039,NCJ43,OUT018
2901,645.3767,NCN29,OUT013
2902,3399.3215,NCC19,OUT045
2903,3497.528,FDR56,OUT035
2904,3393.0784,FDZ43,OUT049
2905,182.33841,FDJ32,OUT010
2906,1561.4294,DRH03,OUT017
2907,2800.2449,NCZ54,OUT035
2908,2611.1763,FDE26,OUT017
2909,1100.1151,FDS03,OUT045
2910,372.73984,DRZ24,OUT019
2911,4511.074,FDO48,OUT027
2912,2900.5005,FDW39,OUT049
2913,1020.73596,NCK05,OUT049
2914,4490.3896,NCK30,OUT017
2915,3400.638,FDT27,OUT018
2916,623.26074,FDS08,OUT019
2917,813.7247,NCJ19,OUT049
2918,658.8279,FDC58,OUT045
2919,2868.955,DRE37,OUT013
2920,3542.6462,FDW02,OUT035
2921,653.47144,FDJ02,OUT010
2922,2689.4521,FDX09,OUT045
2923,433.6471,FDT31,OUT010
2924,3953.7358,FDI24,OUT049
2925,2737.916,FDY09,OUT045
2926,566.529,FDV28,OUT045
2927,3843.4028,DRM47,OUT049
2928,173.03984,FDT52,OUT019
2929,458.98874,FDI48,OUT018
2930,5667.475,FDY55,OUT017
2931,1951.7859,FDU48,OUT013
2932,879.63007,FDN25,OUT045
2933,1910.6243,FDP20,OUT049
2934,4334.037,FDJ15,OUT013
2935,1785.117,FDD04,OUT018
2936,4139.1733,FDY58,OUT045
2937,2932.5322,FDR37,OUT018
2938,2468.0134,FDF44,OUT013
2939,1237.1285,FDD32,OUT045
2940,1711.4874,FDR57,OUT017
2941,1757.2166,DRG39,OUT027
2942,2722.9543,FDX15,OUT017
2943,2108.4631,DRN37,OUT045
2944,4072.5283,FDW40,OUT027
2945,1519.1682,FDB32,OUT049
2946,1776.7283,FDM40,OUT018
2947,3138.2754,FDE39,OUT027
2948,1638.8384,DRH49,OUT017
2949,760.3776,FDT46,OUT049
2950,3367.7756,NCF06,OUT035
2951,3167.7856,FDP07,OUT017
2952,3837.2673,FDC04,OUT013
2953,1587.2786,FDZ32,OUT017
2954,2814.3762,FDD50,OUT045
2955,3157.7334,FDU56,OUT017
2956,1147.4143,FDV34,OUT017
2957,1007.4422,NCY41,OUT013
2958,2861.742,NCK18,OUT046
2959,1075.1791,DRH25,OUT049
2960,3578.041,FDT57,OUT046
2961,1550.1064,FDV56,OUT018
2962,1560.3615,FDV12,OUT045
2963,1331.1595,FDN52,OUT017
2964,794.05176,FDX38,OUT035
2965,1834.8556,FDE47,OUT018
2966,3574.9346,NCO07,OUT013
2967,3755.7927,FDV09,OUT027
2968,578.9101,FDZ23,OUT019
2969,1311.7103,DRH51,OUT018
2970,2814.4019,NCY54,OUT045
2971,5673.1123,DRG49,OUT013
2972,3919.1594,NCC19,OUT049
2973,5839.064,NCV53,OUT045
2974,35.584225,FDZ47,OUT019
2975,1423.2594,NCO26,OUT018
2976,942.0158,NCP02,OUT045
2977,3272.7512,NCW30,OUT018
2978,5139.13,NCN55,OUT046
2979,111.12295,FDB20,OUT010
2980,2584.5315,DRL11,OUT013
2981,3286.537,DRD60,OUT045
2982,409.92847,FDW14,OUT010
2983,40.031216,FDL27,OUT010
2984,488.66974,FDU09,OUT018
2985,2076.5793,DRH36,OUT027
2986,3796.4106,FDP34,OUT027
2987,3340.4502,FDE04,OUT017
2988,3437.6191,FDZ57,OUT027
2989,383.61526,FDF02,OUT010
2990,3119.4434,FDG28,OUT045
2991,639.5871,NCI31,OUT046
2992,601.8361,FDT43,OUT013
2993,2239.8289,FDU20,OUT046
2994,646.8193,FDD53,OUT013
2995,2642.9507,FDW15,OUT045
2996,2359.8906,NCT53,OUT045
2997,2887.1077,NCG55,OUT027
2998,2097.9192,FDD48,OUT035
2999,4719.0786,FDG47,OUT049
3000,1146.7938,FDI21,OUT017
3001,3738.829,FDT27,OUT017
3002,2063.663,DRO35,OUT013
3003,4300.955,FDD33,OUT017
3004,3543.1702,FDC04,OUT035
3005,2418.7778,FDY34,OUT013
3006,2031.4263,DRJ49,OUT049
3007,2587.304,FDE05,OUT049
3008,3491.2842,FDU31,OUT017
3009,4657.4814,NCN19,OUT027
3010,5455.567,FDK56,OUT027
3011,1889.8268,FDK58,OUT017
3012,1783.0217,NCJ42,OUT035
3013,5807.57,FDZ34,OUT027
3014,2737.3672,FDA52,OUT018
3015,468.91635,NCR29,OUT013
3016,3791.473,FDT48,OUT035
3017,531.06177,DRJ51,OUT019
3018,3259.0776,NCS54,OUT046
3019,2564.9604,FDV01,OUT035
3020,3946.2551,DRG51,OUT027
3021,2291.8416,NCG42,OUT013
3022,2096.0222,FDA51,OUT049
3023,-417.95563,FDV19,OUT010
3024,3561.9797,NCT18,OUT045
3025,3045.7913,NCS41,OUT045
3026,4736.8843,FDO03,OUT046
3027,177.20969,FDL12,OUT010
3028,251.47224,FDY37,OUT010
3029,1585.9904,FDI58,OUT049
3030,2032.3062,FDT28,OUT018
3031,200.75304,NCC42,OUT010
3032,2102.023,FDO01,OUT017
3033,2220.157,FDJ02,OUT013
3034,661.6062,FDQ04,OUT018
3035,2006.1135,DRL47,OUT013
3036,1585.8575,FDZ32,OUT035
3037,3176.0688,FDC35,OUT035
